id,tiene_alto_valor_adquisitivo
7847,[0.13260067]
7848,[0.19011432]
7849,[0.0400545]
7850,[0.19943845]
7851,[0.02596691]
7852,[0.03220472]
7853,[0.31208387]
7854,[0.21467987]
7855,[0.9391793]
7856,[0.8659938]
7857,[0.02239913]
7858,[0.7477147]
7859,[0.01961246]
7860,[0.23097226]
7861,[0.02227306]
7862,[0.27444154]
7863,[0.27727276]
7864,[0.04874668]
7865,[0.03380024]
7866,[0.52455896]
7867,[0.46630424]
7868,[0.02520978]
7869,[0.10807392]
7870,[0.28113854]
7871,[0.04200265]
7872,[0.02103701]
7873,[0.02458528]
7874,[0.02130297]
7875,[0.29015362]
7876,[0.6829299]
7877,[0.01878947]
7878,[0.0304538]
7879,[0.02660045]
7880,[0.24695647]
7881,[0.02908319]
7882,[0.93844867]
7883,[0.07479578]
7884,[0.2717744]
7885,[0.02193698]
7886,[0.02460498]
7887,[0.02233174]
7888,[0.02324238]
7889,[0.36158192]
7890,[0.21474531]
7891,[0.06408298]
7892,[0.81125116]
7893,[0.04038265]
7894,[0.72915703]
7895,[0.03016806]
7896,[0.03649113]
7897,[0.03962496]
7898,[0.24866223]
7899,[0.38089952]
7900,[0.01803905]
7901,[0.03222176]
7902,[0.39450803]
7903,[0.03103119]
7904,[0.80727404]
7905,[0.7184659]
7906,[0.02724499]
7907,[0.02824572]
7908,[0.60534525]
7909,[0.64670193]
7910,[0.12477005]
7911,[0.7102176]
7912,[0.34181255]
7913,[0.04231346]
7914,[0.20777667]
7915,[0.6499306]
7916,[0.18908536]
7917,[0.07956132]
7918,[0.04405496]
7919,[0.14018014]
7920,[0.10276952]
7921,[0.0542053]
7922,[0.5274815]
7923,[0.02201363]
7924,[0.02622285]
7925,[0.02468643]
7926,[0.02628446]
7927,[0.01866737]
7928,[0.0533253]
7929,[0.58670515]
7930,[0.64819485]
7931,[0.19988742]
7932,[0.04151922]
7933,[0.21650499]
7934,[0.7608758]
7935,[0.01763663]
7936,[0.16709158]
7937,[0.03967655]
7938,[0.03464225]
7939,[0.02281675]
7940,[0.02461258]
7941,[0.03971612]
7942,[0.02483144]
7943,[0.28989667]
7944,[0.03034082]
7945,[0.25666893]
7946,[0.07039467]
7947,[0.26451027]
7948,[0.02327138]
7949,[0.15977705]
7950,[0.18091023]
7951,[0.21004951]
7952,[0.03166395]
7953,[0.301789]
7954,[0.23594016]
7955,[0.0180341]
7956,[0.91917837]
7957,[0.92727757]
7958,[0.24975601]
7959,[0.02337644]
7960,[0.51885504]
7961,[0.34231102]
7962,[0.03138822]
7963,[0.24909705]
7964,[0.926069]
7965,[0.04515779]
7966,[0.09157693]
7967,[0.02134493]
7968,[0.05308026]
7969,[0.04148221]
7970,[0.04646584]
7971,[0.0239599]
7972,[0.9114047]
7973,[0.41213843]
7974,[0.03865364]
7975,[0.3137885]
7976,[0.10915709]
7977,[0.7180784]
7978,[0.09463504]
7979,[0.05293584]
7980,[0.22430533]
7981,[0.21382043]
7982,[0.0306727]
7983,[0.2679005]
7984,[0.03259635]
7985,[0.80347466]
7986,[0.05497161]
7987,[0.03288984]
7988,[0.11829424]
7989,[0.09410709]
7990,[0.03159496]
7991,[0.02120736]
7992,[0.9157692]
7993,[0.49290597]
7994,[0.02097303]
7995,[0.19061327]
7996,[0.02675033]
7997,[0.14969108]
7998,[0.0419029]
7999,[0.9154048]
8000,[0.03227702]
8001,[0.02336824]
8002,[0.25644207]
8003,[0.7495634]
8004,[0.0185141]
8005,[0.04367739]
8006,[0.02525988]
8007,[0.72702295]
8008,[0.06521168]
8009,[0.0486607]
8010,[0.03314704]
8011,[0.17154673]
8012,[0.0224283]
8013,[0.49347812]
8014,[0.14876711]
8015,[0.19350445]
8016,[0.40194532]
8017,[0.04628941]
8018,[0.33606178]
8019,[0.03059903]
8020,[0.76433253]
8021,[0.08348495]
8022,[0.28266215]
8023,[0.82384914]
8024,[0.03328928]
8025,[0.02162063]
8026,[0.02219388]
8027,[0.14739007]
8028,[0.0194104]
8029,[0.02961093]
8030,[0.74495465]
8031,[0.3452946]
8032,[0.79460037]
8033,[0.04997009]
8034,[0.06898695]
8035,[0.04166311]
8036,[0.09847745]
8037,[0.4214303]
8038,[0.08984208]
8039,[0.2134982]
8040,[0.58813965]
8041,[0.02589172]
8042,[0.02911261]
8043,[0.04957679]
8044,[0.04881889]
8045,[0.49286386]
8046,[0.5466082]
8047,[0.03541374]
8048,[0.02410927]
8049,[0.6491782]
8050,[0.93810487]
8051,[0.46318945]
8052,[0.6456729]
8053,[0.08739281]
8054,[0.15986043]
8055,[0.13867295]
8056,[0.06035042]
8057,[0.5983367]
8058,[0.17283171]
8059,[0.0174771]
8060,[0.14600858]
8061,[0.05263641]
8062,[0.09875441]
8063,[0.71202064]
8064,[0.4906571]
8065,[0.44632283]
8066,[0.18934152]
8067,[0.4617786]
8068,[0.6924664]
8069,[0.03891772]
8070,[0.7668364]
8071,[0.029118]
8072,[0.27098536]
8073,[0.7295838]
8074,[0.12860104]
8075,[0.03482419]
8076,[0.5939771]
8077,[0.11284906]
8078,[0.02612284]
8079,[0.08071709]
8080,[0.05442074]
8081,[0.06149203]
8082,[0.03401467]
8083,[0.09793612]
8084,[0.02404508]
8085,[0.01974562]
8086,[0.13185227]
8087,[0.48559782]
8088,[0.7319826]
8089,[0.02696109]
8090,[0.91247797]
8091,[0.02981904]
8092,[0.0381501]
8093,[0.08019459]
8094,[0.02421203]
8095,[0.24347731]
8096,[0.06047067]
8097,[0.35343522]
8098,[0.01998568]
8099,[0.02074143]
8100,[0.09184653]
8101,[0.02814597]
8102,[0.2829631]
8103,[0.07437435]
8104,[0.03184339]
8105,[0.02258587]
8106,[0.05200565]
8107,[0.08141437]
8108,[0.13534161]
8109,[0.0426237]
8110,[0.06305522]
8111,[0.01932222]
8112,[0.2149503]
8113,[0.03805947]
8114,[0.01952106]
8115,[0.01812685]
8116,[0.3664536]
8117,[0.01933309]
8118,[0.03814411]
8119,[0.6556009]
8120,[0.07771561]
8121,[0.30749425]
8122,[0.11199114]
8123,[0.01985961]
8124,[0.04184204]
8125,[0.02069956]
8126,[0.03140092]
8127,[0.04310423]
8128,[0.0186339]
8129,[0.18841916]
8130,[0.07968029]
8131,[0.6131647]
8132,[0.0206345]
8133,[0.03117013]
8134,[0.6396141]
8135,[0.11294505]
8136,[0.3518325]
8137,[0.02149352]
8138,[0.6306928]
8139,[0.02311903]
8140,[0.4528865]
8141,[0.01976037]
8142,[0.13777933]
8143,[0.3732473]
8144,[0.05985388]
8145,[0.7135738]
8146,[0.10219973]
8147,[0.12762159]
8148,[0.24569976]
8149,[0.10714823]
8150,[0.03684279]
8151,[0.05953169]
8152,[0.03529298]
8153,[0.02401042]
8154,[0.01835963]
8155,[0.0373874]
8156,[0.36581573]
8157,[0.47875354]
8158,[0.16980192]
8159,[0.02372655]
8160,[0.03125218]
8161,[0.0292592]
8162,[0.22246078]
8163,[0.05937812]
8164,[0.02016765]
8165,[0.32900476]
8166,[0.03106922]
8167,[0.72289467]
8168,[0.9199902]
8169,[0.16628173]
8170,[0.02936983]
8171,[0.2005589]
8172,[0.178875]
8173,[0.26847333]
8174,[0.92900276]
8175,[0.07513618]
8176,[0.5542451]
8177,[0.02786803]
8178,[0.6798228]
8179,[0.02815202]
8180,[0.13609546]
8181,[0.02077717]
8182,[0.03974357]
8183,[0.61294204]
8184,[0.2367399]
8185,[0.7333709]
8186,[0.24863878]
8187,[0.01831415]
8188,[0.9391793]
8189,[0.36271912]
8190,[0.02196312]
8191,[0.17356098]
8192,[0.13087857]
8193,[0.02081999]
8194,[0.02023938]
8195,[0.15110862]
8196,[0.41189933]
8197,[0.10913122]
8198,[0.36389697]
8199,[0.0270955]
8200,[0.03721711]
8201,[0.02992561]
8202,[0.62440276]
8203,[0.04175347]
8204,[0.02610439]
8205,[0.06711105]
8206,[0.04557005]
8207,[0.08688968]
8208,[0.04997024]
8209,[0.34480298]
8210,[0.5922392]
8211,[0.12614986]
8212,[0.4238863]
8213,[0.03155082]
8214,[0.04524991]
8215,[0.8064246]
8216,[0.93837935]
8217,[0.01895773]
8218,[0.02470237]
8219,[0.24711409]
8220,[0.6255508]
8221,[0.04830167]
8222,[0.9270774]
8223,[0.0618104]
8224,[0.04198959]
8225,[0.12007183]
8226,[0.5316174]
8227,[0.0967924]
8228,[0.34934285]
8229,[0.02583772]
8230,[0.02254224]
8231,[0.28907353]
8232,[0.15074459]
8233,[0.11855945]
8234,[0.9384809]
8235,[0.03675947]
8236,[0.03436291]
8237,[0.9332796]
8238,[0.6270703]
8239,[0.06574842]
8240,[0.38928214]
8241,[0.0181517]
8242,[0.02083024]
8243,[0.03252867]
8244,[0.0395878]
8245,[0.9384587]
8246,[0.2900105]
8247,[0.08898833]
8248,[0.12235016]
8249,[0.03734303]
8250,[0.14529291]
8251,[0.01797044]
8252,[0.02637926]
8253,[0.7693496]
8254,[0.19459733]
8255,[0.6307466]
8256,[0.50312954]
8257,[0.9198928]
8258,[0.01925653]
8259,[0.05049777]
8260,[0.10521486]
8261,[0.17496088]
8262,[0.03167441]
8263,[0.02005383]
8264,[0.09062701]
8265,[0.3670382]
8266,[0.6640771]
8267,[0.08674595]
8268,[0.76192784]
8269,[0.5323599]
8270,[0.6820527]
8271,[0.02451116]
8272,[0.02455616]
8273,[0.27636823]
8274,[0.40056553]
8275,[0.03978273]
8276,[0.02527454]
8277,[0.7372696]
8278,[0.3613677]
8279,[0.02037498]
8280,[0.01920578]
8281,[0.05322993]
8282,[0.02275369]
8283,[0.04071686]
8284,[0.55050653]
8285,[0.06269914]
8286,[0.2411403]
8287,[0.21437213]
8288,[0.21392754]
8289,[0.3188575]
8290,[0.09987447]
8291,[0.02222157]
8292,[0.5062259]
8293,[0.21146342]
8294,[0.21698776]
8295,[0.27727276]
8296,[0.04279411]
8297,[0.10203841]
8298,[0.502694]
8299,[0.15244037]
8300,[0.6620778]
8301,[0.04915908]
8302,[0.26581025]
8303,[0.0524157]
8304,[0.02787763]
8305,[0.3877738]
8306,[0.9235695]
8307,[0.21939072]
8308,[0.06363192]
8309,[0.02325287]
8310,[0.10816693]
8311,[0.06746772]
8312,[0.6399622]
8313,[0.02500832]
8314,[0.10981047]
8315,[0.20789295]
8316,[0.23518872]
8317,[0.91686654]
8318,[0.2633961]
8319,[0.02652809]
8320,[0.50599825]
8321,[0.03117487]
8322,[0.5658182]
8323,[0.01778743]
8324,[0.21520773]
8325,[0.12977183]
8326,[0.03109142]
8327,[0.11754709]
8328,[0.70036834]
8329,[0.02154228]
8330,[0.5735607]
8331,[0.03113052]
8332,[0.9385313]
8333,[0.18944699]
8334,[0.72158134]
8335,[0.22224763]
8336,[0.02306089]
8337,[0.03333938]
8338,[0.02428892]
8339,[0.37258136]
8340,[0.6135488]
8341,[0.03963763]
8342,[0.02996966]
8343,[0.93695295]
8344,[0.25090533]
8345,[0.14946914]
8346,[0.2563007]
8347,[0.09075701]
8348,[0.10061392]
8349,[0.92938435]
8350,[0.19429159]
8351,[0.02087072]
8352,[0.16197881]
8353,[0.03279987]
8354,[0.5712985]
8355,[0.27628762]
8356,[0.02483171]
8357,[0.02097672]
8358,[0.78553975]
8359,[0.4216528]
8360,[0.03962004]
8361,[0.52573234]
8362,[0.0248028]
8363,[0.34996516]
8364,[0.02002925]
8365,[0.23957658]
8366,[0.28229654]
8367,[0.9391793]
8368,[0.2094689]
8369,[0.93825877]
8370,[0.59928316]
8371,[0.13483092]
8372,[0.03001872]
8373,[0.31871814]
8374,[0.59802544]
8375,[0.15293375]
8376,[0.0284209]
8377,[0.6788713]
8378,[0.06983861]
8379,[0.05108339]
8380,[0.0579147]
8381,[0.02010813]
8382,[0.16830242]
8383,[0.02445087]
8384,[0.23035437]
8385,[0.02408755]
8386,[0.02008906]
8387,[0.06016415]
8388,[0.07933319]
8389,[0.17496088]
8390,[0.02046639]
8391,[0.04005674]
8392,[0.05467668]
8393,[0.09862703]
8394,[0.01987445]
8395,[0.55576825]
8396,[0.5338144]
8397,[0.0863716]
8398,[0.4246482]
8399,[0.42611328]
8400,[0.33953613]
8401,[0.80880153]
8402,[0.01923436]
8403,[0.15990523]
8404,[0.02813798]
8405,[0.43647295]
8406,[0.03011644]
8407,[0.01763448]
8408,[0.24863878]
8409,[0.5754101]
8410,[0.7489129]
8411,[0.39665323]
8412,[0.7267326]
8413,[0.6337645]
8414,[0.23708746]
8415,[0.02799466]
8416,[0.26955616]
8417,[0.10585964]
8418,[0.02030787]
8419,[0.03240097]
8420,[0.07615757]
8421,[0.29099908]
8422,[0.10942057]
8423,[0.02431512]
8424,[0.25103796]
8425,[0.931315]
8426,[0.02207747]
8427,[0.14066184]
8428,[0.7348774]
8429,[0.49918988]
8430,[0.61651623]
8431,[0.18189362]
8432,[0.05595705]
8433,[0.03199372]
8434,[0.7463427]
8435,[0.47945952]
8436,[0.81407064]
8437,[0.69693136]
8438,[0.0195291]
8439,[0.7555063]
8440,[0.762551]
8441,[0.08383468]
8442,[0.6909349]
8443,[0.03585866]
8444,[0.3757181]
8445,[0.11226252]
8446,[0.18708405]
8447,[0.02176026]
8448,[0.01932144]
8449,[0.7374823]
8450,[0.6718888]
8451,[0.07120132]
8452,[0.3097445]
8453,[0.24497086]
8454,[0.02988446]
8455,[0.08358899]
8456,[0.0193027]
8457,[0.04833364]
8458,[0.15089771]
8459,[0.04067221]
8460,[0.3333857]
8461,[0.029358]
8462,[0.1093905]
8463,[0.03907487]
8464,[0.3607126]
8465,[0.12911186]
8466,[0.05220452]
8467,[0.30671996]
8468,[0.30474856]
8469,[0.03639269]
8470,[0.02185771]
8471,[0.05548197]
8472,[0.02073559]
8473,[0.01849765]
8474,[0.11832589]
8475,[0.14167368]
8476,[0.03885174]
8477,[0.01978695]
8478,[0.02091804]
8479,[0.03014234]
8480,[0.5529173]
8481,[0.11738676]
8482,[0.02340782]
8483,[0.09910786]
8484,[0.40167713]
8485,[0.0874078]
8486,[0.02113709]
8487,[0.33659035]
8488,[0.115812]
8489,[0.7188076]
8490,[0.48510218]
8491,[0.11828315]
8492,[0.01971743]
8493,[0.27153367]
8494,[0.02154732]
8495,[0.05432415]
8496,[0.03465962]
8497,[0.08165002]
8498,[0.28269935]
8499,[0.04141313]
8500,[0.69774497]
8501,[0.0378041]
8502,[0.30028918]
8503,[0.21106121]
8504,[0.4203236]
8505,[0.6595759]
8506,[0.17525354]
8507,[0.04276699]
8508,[0.76871645]
8509,[0.14800802]
8510,[0.02625439]
8511,[0.70403737]
8512,[0.13341159]
8513,[0.7212372]
8514,[0.614208]
8515,[0.80635726]
8516,[0.72437936]
8517,[0.813334]
8518,[0.03633207]
8519,[0.7096542]
8520,[0.7117223]
8521,[0.49613005]
8522,[0.05230901]
8523,[0.02287498]
8524,[0.9374617]
8525,[0.03234482]
8526,[0.29991847]
8527,[0.8203134]
8528,[0.165093]
8529,[0.19146559]
8530,[0.04864267]
8531,[0.04150218]
8532,[0.11511323]
8533,[0.40002722]
8534,[0.01986647]
8535,[0.02341411]
8536,[0.02791351]
8537,[0.12966949]
8538,[0.1162461]
8539,[0.6341933]
8540,[0.01866102]
8541,[0.03007272]
8542,[0.24793386]
8543,[0.05668947]
8544,[0.02358997]
8545,[0.02496397]
8546,[0.0333105]
8547,[0.03987482]
8548,[0.1201548]
8549,[0.02052528]
8550,[0.28336555]
8551,[0.66225046]
8552,[0.01917744]
8553,[0.04253131]
8554,[0.04248488]
8555,[0.33840013]
8556,[0.06772444]
8557,[0.44976997]
8558,[0.03570831]
8559,[0.23957658]
8560,[0.07648173]
8561,[0.4308014]
8562,[0.24167576]
8563,[0.38738298]
8564,[0.04980877]
8565,[0.23627707]
8566,[0.51477903]
8567,[0.02794018]
8568,[0.06615669]
8569,[0.02047163]
8570,[0.04627231]
8571,[0.02092975]
8572,[0.7755088]
8573,[0.9383851]
8574,[0.70404255]
8575,[0.02852875]
8576,[0.5146103]
8577,[0.03053361]
8578,[0.04423642]
8579,[0.7048284]
8580,[0.04665974]
8581,[0.10378206]
8582,[0.01900548]
8583,[0.04245859]
8584,[0.7293279]
8585,[0.5101611]
8586,[0.17789462]
8587,[0.07945606]
8588,[0.02969491]
8589,[0.09405461]
8590,[0.16777581]
8591,[0.17063203]
8592,[0.70382583]
8593,[0.02603588]
8594,[0.03644368]
8595,[0.11749768]
8596,[0.13294423]
8597,[0.8113524]
8598,[0.2009511]
8599,[0.0642772]
8600,[0.33062172]
8601,[0.14333671]
8602,[0.34720492]
8603,[0.27300382]
8604,[0.716893]
8605,[0.22343275]
8606,[0.09752092]
8607,[0.03748402]
8608,[0.02175853]
8609,[0.24816972]
8610,[0.02377278]
8611,[0.71573013]
8612,[0.02078444]
8613,[0.12419674]
8614,[0.03139532]
8615,[0.93844545]
8616,[0.11760172]
8617,[0.92055184]
8618,[0.44635245]
8619,[0.16539565]
8620,[0.03155166]
8621,[0.11256999]
8622,[0.25705287]
8623,[0.03312707]
8624,[0.01910552]
8625,[0.27697796]
8626,[0.11608836]
8627,[0.03892413]
8628,[0.09866846]
8629,[0.02836794]
8630,[0.03038725]
8631,[0.6961033]
8632,[0.6961248]
8633,[0.51541543]
8634,[0.76170933]
8635,[0.06021297]
8636,[0.02500242]
8637,[0.08860305]
8638,[0.0198212]
8639,[0.27893305]
8640,[0.02842259]
8641,[0.08116269]
8642,[0.562187]
8643,[0.7554593]
8644,[0.03471452]
8645,[0.02079961]
8646,[0.15184116]
8647,[0.20569909]
8648,[0.02847183]
8649,[0.01999819]
8650,[0.6880665]
8651,[0.5950188]
8652,[0.23957658]
8653,[0.06637514]
8654,[0.63988835]
8655,[0.9391793]
8656,[0.03037235]
8657,[0.04903013]
8658,[0.03156492]
8659,[0.28005582]
8660,[0.05563226]
8661,[0.19483286]
8662,[0.04382604]
8663,[0.02840346]
8664,[0.57629174]
8665,[0.02082336]
8666,[0.221511]
8667,[0.9284173]
8668,[0.04203913]
8669,[0.7759289]
8670,[0.33827484]
8671,[0.07176533]
8672,[0.03670457]
8673,[0.03822377]
8674,[0.15463632]
8675,[0.43152934]
8676,[0.7857269]
8677,[0.5787059]
8678,[0.07907307]
8679,[0.24885339]
8680,[0.5022804]
8681,[0.8017627]
8682,[0.02125984]
8683,[0.10895696]
8684,[0.16925433]
8685,[0.02474397]
8686,[0.4902474]
8687,[0.7294264]
8688,[0.08168572]
8689,[0.03735271]
8690,[0.44499853]
8691,[0.01876906]
8692,[0.19253236]
8693,[0.31745502]
8694,[0.02537876]
8695,[0.04125386]
8696,[0.18003711]
8697,[0.01923314]
8698,[0.03357014]
8699,[0.03510267]
8700,[0.35211003]
8701,[0.28193337]
8702,[0.02594379]
8703,[0.03967151]
8704,[0.14210376]
8705,[0.57526726]
8706,[0.83847046]
8707,[0.45969972]
8708,[0.05519962]
8709,[0.02908319]
8710,[0.35329157]
8711,[0.02201185]
8712,[0.6173884]
8713,[0.18721786]
8714,[0.09482428]
8715,[0.02544191]
8716,[0.5077592]
8717,[0.72528064]
8718,[0.24103576]
8719,[0.19503725]
8720,[0.35569596]
8721,[0.29413912]
8722,[0.04107001]
8723,[0.04105163]
8724,[0.04230917]
8725,[0.02918544]
8726,[0.11063114]
8727,[0.08212426]
8728,[0.02895683]
8729,[0.02335191]
8730,[0.05700198]
8731,[0.05868059]
8732,[0.44647244]
8733,[0.03153214]
8734,[0.46441033]
8735,[0.6337645]
8736,[0.03989321]
8737,[0.2371434]
8738,[0.04456821]
8739,[0.76676464]
8740,[0.18642703]
8741,[0.9342944]
8742,[0.0439609]
8743,[0.6176243]
8744,[0.03692445]
8745,[0.03248015]
8746,[0.02458528]
8747,[0.9381334]
8748,[0.06490228]
8749,[0.0346455]
8750,[0.28879124]
8751,[0.09139863]
8752,[0.027731]
8753,[0.02828655]
8754,[0.02203965]
8755,[0.02437976]
8756,[0.9383679]
8757,[0.0518074]
8758,[0.7872801]
8759,[0.11024603]
8760,[0.6463269]
8761,[0.01911944]
8762,[0.6596877]
8763,[0.07090977]
8764,[0.02537596]
8765,[0.02040377]
8766,[0.0493688]
8767,[0.08268324]
8768,[0.4690833]
8769,[0.21714249]
8770,[0.05481964]
8771,[0.0255281]
8772,[0.03512961]
8773,[0.0213936]
8774,[0.31707132]
8775,[0.33817273]
8776,[0.03990471]
8777,[0.68800914]
8778,[0.9376696]
8779,[0.06647468]
8780,[0.06276706]
8781,[0.43279582]
8782,[0.39511782]
8783,[0.8084342]
8784,[0.14970964]
8785,[0.10289198]
8786,[0.02019212]
8787,[0.02636534]
8788,[0.3350777]
8789,[0.8142316]
8790,[0.04819334]
8791,[0.02667081]
8792,[0.3020148]
8793,[0.02916285]
8794,[0.7148667]
8795,[0.07043308]
8796,[0.27795893]
8797,[0.40056437]
8798,[0.0206582]
8799,[0.02932125]
8800,[0.2615931]
8801,[0.5686272]
8802,[0.6968848]
8803,[0.32887378]
8804,[0.02398422]
8805,[0.22334924]
8806,[0.09642443]
8807,[0.10855103]
8808,[0.02257437]
8809,[0.02527454]
8810,[0.04876035]
8811,[0.05352736]
8812,[0.33191514]
8813,[0.02350938]
8814,[0.04448453]
8815,[0.13840503]
8816,[0.7255851]
8817,[0.14623073]
8818,[0.5689035]
8819,[0.15808257]
8820,[0.02656022]
8821,[0.2245864]
8822,[0.01962605]
8823,[0.01967978]
8824,[0.01963285]
8825,[0.7127401]
8826,[0.02666613]
8827,[0.0312905]
8828,[0.7013266]
8829,[0.3831771]
8830,[0.12026921]
8831,[0.04249346]
8832,[0.09378707]
8833,[0.02161053]
8834,[0.02010706]
8835,[0.08455992]
8836,[0.02278075]
8837,[0.02037072]
8838,[0.2893778]
8839,[0.04465741]
8840,[0.02380446]
8841,[0.4227909]
8842,[0.07648265]
8843,[0.14134356]
8844,[0.0544163]
8845,[0.07009697]
8846,[0.11607268]
8847,[0.62272567]
8848,[0.21589074]
8849,[0.17922762]
8850,[0.26955616]
8851,[0.74531925]
8852,[0.22434402]
8853,[0.02472106]
8854,[0.03815374]
8855,[0.0302403]
8856,[0.7812792]
8857,[0.5685978]
8858,[0.32475385]
8859,[0.2852779]
8860,[0.74895775]
8861,[0.48428756]
8862,[0.9384289]
8863,[0.01966295]
8864,[0.27636832]
8865,[0.02499977]
8866,[0.4059425]
8867,[0.10832068]
8868,[0.53115445]
8869,[0.7013365]
8870,[0.04838181]
8871,[0.22488591]
8872,[0.37650424]
8873,[0.02848667]
8874,[0.05116475]
8875,[0.05658209]
8876,[0.0312182]
8877,[0.568557]
8878,[0.9220377]
8879,[0.02399528]
8880,[0.15722513]
8881,[0.03671661]
8882,[0.07863721]
8883,[0.20466518]
8884,[0.7144215]
8885,[0.09564775]
8886,[0.59295934]
8887,[0.06550828]
8888,[0.02614763]
8889,[0.20064273]
8890,[0.02791226]
8891,[0.0730525]
8892,[0.06208444]
8893,[0.25699764]
8894,[0.93901014]
8895,[0.3037302]
8896,[0.44549963]
8897,[0.16235155]
8898,[0.23084122]
8899,[0.01836962]
8900,[0.6341717]
8901,[0.49445316]
8902,[0.22064316]
8903,[0.09438494]
8904,[0.43952987]
8905,[0.02723643]
8906,[0.02010083]
8907,[0.02389112]
8908,[0.2813571]
8909,[0.50969404]
8910,[0.02710369]
8911,[0.01794401]
8912,[0.0345996]
8913,[0.06935459]
8914,[0.8201457]
8915,[0.12392932]
8916,[0.63619125]
8917,[0.01912171]
8918,[0.05192593]
8919,[0.68353117]
8920,[0.08932438]
8921,[0.02812526]
8922,[0.01944071]
8923,[0.02980763]
8924,[0.5353298]
8925,[0.48113525]
8926,[0.12197411]
8927,[0.66150635]
8928,[0.40998492]
8929,[0.04152915]
8930,[0.05567691]
8931,[0.15328908]
8932,[0.15827453]
8933,[0.2992053]
8934,[0.15112776]
8935,[0.15579057]
8936,[0.02396685]
8937,[0.5974922]
8938,[0.04348621]
8939,[0.38572812]
8940,[0.42545205]
8941,[0.31394938]
8942,[0.55577606]
8943,[0.2383483]
8944,[0.26013744]
8945,[0.29692137]
8946,[0.62125653]
8947,[0.47523564]
8948,[0.01734209]
8949,[0.37647527]
8950,[0.11787817]
8951,[0.44553635]
8952,[0.02047399]
8953,[0.04375258]
8954,[0.02182096]
8955,[0.28244448]
8956,[0.06921056]
8957,[0.09642944]
8958,[0.9210213]
8959,[0.37079066]
8960,[0.59223926]
8961,[0.48820046]
8962,[0.18247494]
8963,[0.02776444]
8964,[0.4897268]
8965,[0.24929237]
8966,[0.29825506]
8967,[0.20077741]
8968,[0.04140347]
8969,[0.4347058]
8970,[0.0187465]
8971,[0.39191204]
8972,[0.04606318]
8973,[0.01862469]
8974,[0.01832411]
8975,[0.02005497]
8976,[0.13798234]
8977,[0.02622405]
8978,[0.5099894]
8979,[0.04763234]
8980,[0.13780499]
8981,[0.6916188]
8982,[0.04862404]
8983,[0.31586882]
8984,[0.01996103]
8985,[0.13179746]
8986,[0.5608513]
8987,[0.3405586]
8988,[0.0182656]
8989,[0.02494478]
8990,[0.01959786]
8991,[0.0343205]
8992,[0.03557238]
8993,[0.1703561]
8994,[0.03865114]
8995,[0.11762425]
8996,[0.14499477]
8997,[0.9391793]
8998,[0.08345157]
8999,[0.02513915]
9000,[0.9376213]
9001,[0.0204995]
9002,[0.4241025]
9003,[0.6998896]
9004,[0.15609074]
9005,[0.03503323]
9006,[0.03037131]
9007,[0.81326175]
9008,[0.03200871]
9009,[0.02510685]
9010,[0.6445784]
9011,[0.2220048]
9012,[0.06535068]
9013,[0.27444717]
9014,[0.02754611]
9015,[0.02177641]
9016,[0.15914363]
9017,[0.02161983]
9018,[0.03935885]
9019,[0.13416305]
9020,[0.01989627]
9021,[0.7232123]
9022,[0.01811674]
9023,[0.46897563]
9024,[0.32528353]
9025,[0.02107006]
9026,[0.03160343]
9027,[0.02648717]
9028,[0.37564433]
9029,[0.7928057]
9030,[0.6115098]
9031,[0.02224088]
9032,[0.02471256]
9033,[0.03577307]
9034,[0.2893143]
9035,[0.3699417]
9036,[0.15536031]
9037,[0.20962498]
9038,[0.16004652]
9039,[0.7082381]
9040,[0.32770187]
9041,[0.01983324]
9042,[0.65004903]
9043,[0.0377838]
9044,[0.72889066]
9045,[0.02029213]
9046,[0.04049775]
9047,[0.43664685]
9048,[0.04745898]
9049,[0.02775291]
9050,[0.04657757]
9051,[0.03111589]
9052,[0.0492574]
9053,[0.45030478]
9054,[0.12360725]
9055,[0.02283129]
9056,[0.38633266]
9057,[0.03584459]
9058,[0.49185696]
9059,[0.03512856]
9060,[0.12595904]
9061,[0.44268027]
9062,[0.01857135]
9063,[0.03093258]
9064,[0.01896629]
9065,[0.01981631]
9066,[0.02866724]
9067,[0.05262214]
9068,[0.4989211]
9069,[0.7064322]
9070,[0.1612584]
9071,[0.05269057]
9072,[0.02110159]
9073,[0.49624968]
9074,[0.01753801]
9075,[0.7192401]
9076,[0.02377763]
9077,[0.02564368]
9078,[0.2866121]
9079,[0.47494295]
9080,[0.05414426]
9081,[0.02226612]
9082,[0.0316048]
9083,[0.04333198]
9084,[0.02201185]
9085,[0.4088976]
9086,[0.12711775]
9087,[0.02198336]
9088,[0.30216336]
9089,[0.20438844]
9090,[0.02609155]
9091,[0.02629086]
9092,[0.02689794]
9093,[0.09291735]
9094,[0.6042952]
9095,[0.70091367]
9096,[0.02305865]
9097,[0.9348718]
9098,[0.6788648]
9099,[0.63678885]
9100,[0.39656976]
9101,[0.03433278]
9102,[0.05304334]
9103,[0.0194104]
9104,[0.03979933]
9105,[0.03139022]
9106,[0.08899]
9107,[0.09086305]
9108,[0.08535135]
9109,[0.46457803]
9110,[0.08303154]
9111,[0.22847593]
9112,[0.02826458]
9113,[0.76729333]
9114,[0.03088757]
9115,[0.12559387]
9116,[0.02916577]
9117,[0.01912931]
9118,[0.25443286]
